complaint_id,source_channel,timestamp,raw_text,language_ground_truth,department_ground_truth,category_ground_truth,locality_ground_truth,ward_ground_truth,urgency_ground_truth,incident_id,status,resolved_at
CMP-0039,CM Helpline,2026-06-18T19:23:00,Deep craters developed on Kotra Sultanabad road after rain. Major hazard for night commuters.,English,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-20T12:23:00
CMP-0308,Mobile App,2026-06-18T20:00:00,Uneven cracked road stretch in Idgah Hills causing vehicle suspension breakdown.,English,Roads,Road damage,Idgah Hills,9,Medium,INC-0153,In Progress,
CMP-0447,Social Media,2026-06-18T20:00:00,"Bairagarh me paani ka pressure bahut slow hai 2 din se, tanki nahi bhar pa rahi.",Hinglish,Water Supply,Low water pressure,Bairagarh,3,Medium,INC-0292,Resolved,2026-06-23T11:00:00
CMP-0043,CM Helpline,2026-06-18T21:02:00,Kotra Sultanabad मुख्य मार्ग पर जानलेवा गड्ढे हो गए हैं। कई बाइक सवार गिरकर चोटिल हो चुके हैं।,Hindi,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-19T20:02:00
CMP-0462,CM Helpline,2026-06-18T22:00:00,Storm drain choked with plastic and silt in Sonagiri square. Dirty water overflowing onto road.,English,Drainage,Drain blockage,Sonagiri,61,High,INC-0307,Resolved,2026-06-20T09:00:00
CMP-0232,Municipal Helpline,2026-06-19T00:00:00,"Subhash Nagar sector me complete blackout hai evening se, electricity board call pick nahi kar raha.",Hinglish,Electricity,Power outage,Subhash Nagar,39,High,INC-0077,Pending,
CMP-0263,CM Helpline,2026-06-19T02:00:00,Shyamla Hills की पूरी सड़क पर पिछले एक महीने से स्ट्रीट लाइट बंद है। रात में अंधेरा रहता है।,Hindi,Street Lighting,Streetlight not working,Shyamla Hills,24,Low,INC-0108,Resolved,2026-06-21T04:00:00
CMP-0247,CM Helpline,2026-06-19T05:00:00,Severe water shortage in Indrapuri BHEL area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Indrapuri,62,High,INC-0092,Resolved,2026-06-20T18:00:00
CMP-0456,Mobile App,2026-06-19T06:00:00,सोनागिरी में कल से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Sonagiri,61,High,INC-0301,Resolved,2026-06-21T12:00:00
CMP-0556,Social Media,2026-06-19T15:00:00,Drainage backflow in Ayodhya bypass road. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,Ayodhya Bypass,65,High,INC-0401,Pending,
CMP-0044,Municipal Helpline,2026-06-19T15:45:00,"कोतरा सुल्तानाबाद main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-19T22:45:00
CMP-0045,CM Helpline,2026-06-19T17:35:00,"Kotra area main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-24T10:35:00
CMP-0354,Social Media,2026-06-19T18:00:00,Huge heap of uncollected garbage near Awadhpuri square market. Foul smell is unbearable.,English,Sanitation,Garbage accumulation,Awadhpuri,64,Medium,INC-0199,In Progress,
CMP-0042,CM Helpline,2026-06-19T20:54:00,Deep craters developed on Kotra road after rain. Major hazard for night commuters.,English,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-23T08:54:00
CMP-0040,CM Helpline,2026-06-19T21:33:00,"कोतरा सुल्तानाबाद रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Kotra Sultanabad,28,Medium,INC-0005,Resolved,2026-06-21T09:33:00
CMP-0750,CM Helpline,2026-06-20T02:00:00,"Ratibad मुख्य मार्ग पर मृत पशु पड़ा हुआ है, संक्रमण फैलने की आशंका है।",Hindi,Sanitation,Dead animal removal,Ratibad,84,High,INC-0595,Resolved,2026-06-24T09:00:00
CMP-0271,Municipal Helpline,2026-06-20T14:00:00,Illegal open dumping of commercial debris and plastics on vacant plot in Hoshangabad Road.,English,Sanitation,Open dumping,Hoshangabad Road,52,Medium,INC-0116,Resolved,2026-06-23T23:00:00
CMP-0429,Municipal Helpline,2026-06-20T15:00:00,Lalghati me 5 din se paani nahi aa raha hai. Bahut dikkat ho rahi hai.,Hinglish,Water Supply,Water outage,Lalghati,6,High,INC-0274,Resolved,2026-06-24T00:00:00
CMP-0716,CM Helpline,2026-06-20T15:00:00,Drainage backflow in गांधी नगर. Unsanitary sewage entering house front yards.,English,Drainage,Overflowing sewage,Gandhi Nagar,1,High,INC-0561,Resolved,2026-06-21T08:00:00
CMP-0372,Elected Representative,2026-06-20T18:00:00,Entire asphalt surface washed away near Shyamla Hills. Road broken into gravel and dust.,English,Roads,Road damage,Shyamla Hills,24,Medium,INC-0217,In Progress,
CMP-0391,Elected Representative,2026-06-20T18:00:00,"Bittan market ground side nullah jam hai ek hafte se, barish me paani gharo ke andar ghus raha hai.",Hinglish,Drainage,Drain blockage,Bittan Market,46,High,INC-0236,Pending,
CMP-0332,Mobile App,2026-06-20T19:00:00,"साकेत नगर में पिछले एक हफ्ते से पानी नहीं आया है, नगर निगम तुरंत टैंकर भिजवाए।",Hindi,Water Supply,Water outage,Saket Nagar,53,High,INC-0177,In Progress,
CMP-0326,Mobile App,2026-06-21T00:00:00,"Ayodhya nagar road pe main pipeline burst ho gayi hai, paani sadak pe beh raha hai.",Hinglish,Water Supply,Water leakage,Ayodhya Bypass,65,Medium,INC-0171,Resolved,2026-06-25T15:00:00
CMP-0624,CM Helpline,2026-06-21T05:00:00,Dangerous potholes on बिट्टन मार्केट main road. Multiple two-wheeler riders have fallen.,English,Roads,Pothole,Bittan Market,46,Medium,INC-0469,Resolved,2026-06-22T10:00:00
CMP-0620,CM Helpline,2026-06-21T14:00:00,Nehru Nagar में नलों से बदबूदार और गंदा पीला पानी आ रहा है। यह पीने लायक बिल्कुल नहीं है।,Hindi,Water Supply,Contaminated water,Nehru Nagar,26,Critical,INC-0465,Pending,
CMP-0504,CM Helpline,2026-06-21T15:00:00,"Misrod sector me complete blackout hai evening se, electricity board call pick nahi kar raha.",Hinglish,Electricity,Power outage,Misrod,85,High,INC-0349,In Progress,
CMP-0362,CM Helpline,2026-06-21T16:00:00,"New Market me peene ka paani bilkul nahi aa raha 1 week se, please tanker send kijiye.",Hinglish,Water Supply,Water outage,New Market,32,High,INC-0207,In Progress,
CMP-0377,Municipal Helpline,2026-06-21T16:00:00,Bittan Market में बड़ा पेड़ सड़क पर गिर गया है जिससे पूरा रास्ता बंद हो गया है।,Hindi,Roads,Road obstruction,Bittan Market,46,High,INC-0222,Resolved,2026-06-26T11:00:00
CMP-0493,Municipal Helpline,2026-06-22T14:00:00,Complete blackout in Karond sector. No electricity since evening.,English,Electricity,Power outage,Karond,15,High,INC-0338,Resolved,2026-06-27T08:00:00
CMP-0395,CM Helpline,2026-06-22T16:00:00,"पानी की भारी किल्लत नीलबड़ में। बोरिंग और नल दोनों बंद हैं, बच्चे परेशान हो रहे हैं।",Hindi,Water Supply,Water outage,Neelbad,83,High,INC-0240,Pending,
CMP-0574,Social Media,2026-06-22T16:00:00,"बागसेवनिया रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Bagsewaniya,54,Medium,INC-0419,Resolved,2026-06-25T07:00:00
CMP-0180,CM Helpline,2026-06-22T17:00:00,"Ashoka Garden क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0043,Resolved,2026-06-25T14:00:00
CMP-0179,Municipal Helpline,2026-06-22T18:00:00,Dengue and malaria cases rising in Ashoka Garden due to rampant mosquito breeding.,English,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0043,Resolved,2026-06-25T13:00:00
CMP-0340,Municipal Helpline,2026-06-23T04:00:00,Loose power cable snapped and dangling dangerously near Indrapuri market.,English,Electricity,Loose overhead wires,Indrapuri,62,Critical,INC-0185,Resolved,2026-06-25T16:00:00
CMP-0166,Municipal Helpline,2026-06-23T05:00:00,Unscheduled power cut in बैरागढ़ for the past 3 days. Inverter battery discharged.,English,Electricity,Power outage,Bairagarh,3,High,INC-0039,Resolved,2026-06-27T10:00:00
CMP-0167,CM Helpline,2026-06-23T07:00:00,Unscheduled power cut in Sant Hirdaram nagar for the past 3 days. Inverter battery discharged.,English,Electricity,Power outage,Bairagarh,3,High,INC-0039,Resolved,2026-06-24T02:00:00
CMP-0182,CM Helpline,2026-06-23T12:00:00,Severe mosquito menace in Ashoka Garden. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0043,Resolved,2026-06-25T03:00:00
CMP-0181,Municipal Helpline,2026-06-23T14:00:00,"अशोका गार्डन क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0043,Resolved,2026-06-26T21:00:00
CMP-0403,Mobile App,2026-06-23T15:00:00,Deep craters developed on Bittan Market road after rain. Major hazard for night commuters.,English,Roads,Pothole,Bittan Market,46,Medium,INC-0248,Pending,
CMP-0130,Elected Representative,2026-06-23T17:00:00,Karond क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Karond,15,High,INC-0027,Resolved,2026-06-27T23:00:00
CMP-0273,CM Helpline,2026-06-23T17:00:00,"Idgah Hills chourahe ke paas heavy water leakage ho rahi hai pipeline se, please fix it.",Hinglish,Water Supply,Water leakage,Idgah Hills,9,Medium,INC-0118,In Progress,
CMP-0419,Mobile App,2026-06-23T18:00:00,"TT Nagar area me heavy voltage drop hai, appliances damage ho rahe hain.",Hinglish,Electricity,Low voltage,TT Nagar,33,Medium,INC-0264,Resolved,2026-06-26T02:00:00
CMP-0645,CM Helpline,2026-06-23T18:00:00,Severe voltage fluctuation in Anand Nagar damaging home electronics and appliances.,English,Electricity,Low voltage,Anand Nagar,63,Medium,INC-0490,Resolved,2026-06-25T06:00:00
CMP-0351,Municipal Helpline,2026-06-23T19:00:00,Barkheda में सीवरेज लाइन जाम होने से गंदा पानी घरों के आगे भर गया है।,Hindi,Drainage,Overflowing sewage,Barkheda,59,High,INC-0196,Resolved,2026-06-27T16:00:00
CMP-0713,Municipal Helpline,2026-06-23T22:00:00,Garbage dumped on Piplani roadside for 3 days. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,Piplani,60,Medium,INC-0558,Resolved,2026-06-24T12:00:00
CMP-0165,CM Helpline,2026-06-23T23:00:00,Complete blackout in Sant Hirdaram nagar sector. No electricity since evening.,English,Electricity,Power outage,Bairagarh,3,High,INC-0039,Resolved,2026-06-27T15:00:00
CMP-0392,CM Helpline,2026-06-24T00:00:00,Kamla Nagar क्षेत्र में नल में पानी नहीं आ रहा है 3 दिन से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,Kamla Nagar,29,High,INC-0237,Pending,
CMP-0243,Elected Representative,2026-06-24T03:00:00,"Arera Colony me broken manhole lid hai, accident hone se pehle cover fix karo please.",Hinglish,Drainage,Damaged manhole cover,Arera Colony,48,Critical,INC-0088,Pending,
CMP-0128,CM Helpline,2026-06-24T09:00:00,Nullah blocked near Karond causing artificial waterlogging during light rains.,English,Drainage,Drain blockage,Karond,15,High,INC-0027,Resolved,2026-06-25T18:00:00
CMP-0129,Mobile App,2026-06-24T12:00:00,करोंद क्षेत्र में मुख्य नाला जाम होने से रिहायशी घरों के सामने जलभराव हो गया है।,Hindi,Drainage,Drain blockage,Karond,15,High,INC-0027,Resolved,2026-06-24T16:00:00
CMP-0131,CM Helpline,2026-06-24T12:00:00,"Karond me drain blocked hai plastic ki wajah se, dirty water road pe overflow kar raha hai.",Hinglish,Drainage,Drain blockage,Karond,15,High,INC-0027,Resolved,2026-06-28T15:00:00
CMP-0262,CM Helpline,2026-06-25T05:00:00,Streetlights on the entire stretch of Govindpura are dark for 2 days. Safety hazard for women.,English,Street Lighting,Streetlight not working,Govindpura,58,Low,INC-0107,Resolved,2026-06-28T07:00:00
CMP-0265,Elected Representative,2026-06-25T17:00:00,Naked electrical wires hanging out from the base of streetlight pole in Kolar side.,English,Street Lighting,Exposed wiring on pole,Kolar,80,Critical,INC-0110,In Progress,
CMP-0396,Municipal Helpline,2026-06-25T19:00:00,भदभदा में सार्वजनिक शौचालय में गंदगी का अंबार है और पानी की कोई व्यवस्था नहीं है।,Hindi,Public Health,Public toilet sanitation,Bhadbhada,27,Medium,INC-0241,In Progress,
CMP-0516,Mobile App,2026-06-25T20:00:00,Hoshangabad Road क्षेत्र में नल में पानी नहीं आ रहा है कल से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,Hoshangabad Road,52,High,INC-0361,Pending,
CMP-0141,Social Media,2026-06-26T01:00:00,"होशंगाबाद रोड रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0031,Resolved,2026-06-28T08:00:00
CMP-0662,Mobile App,2026-06-26T06:00:00,गोविंदपुरा में 2 दिन से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Govindpura,58,High,INC-0507,In Progress,
CMP-0142,CM Helpline,2026-06-26T09:00:00,"Aashima mall area square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Hoshangabad Road,52,Medium,INC-0031,Resolved,2026-07-01T01:00:00
